"vocabulary_size","scale_min","scale_max","stage","mean_alpha","sd_alpha","abs_alpha_bias","alpha_rmse","mean_vocabulary","sd_vocabulary","loss"
5750,2,5414.7272,"50-seed-final",1.02581431761364,0.031261794146751,0.025814317613637,0.0403005306623385,5078.78,109.750234066042,1.3377572570393
5750,2,5031.1529,"50-seed-final",1.02929382470687,0.0308286517646464,0.0292938247068726,0.0423027873808605,5010.08,114.28854282214,1.37751181839102
5600,2,6750,"50-seed-final",1.01540952180109,0.0316448314647518,0.0154095218010872,0.0349116143053008,5156.52,88.6141003199276,1.4356145643412
5400,1,5827.5451,"50-seed-final",1.02017012091099,0.032580649681577,0.0201701209109899,0.0380408009453551,4865.44,99.7771312394145,1.47786716530658
5750,0.5,7479.6012,"50-seed-final",1.01160507443887,0.0340025512196487,0.0116050744388716,0.0356051649678483,5174.14,109.271616270873,1.51776321264221
5600,2,5031.1529,"50-seed-final",1.02924937875517,0.0312848181158063,0.0292493787551709,0.0425991925417811,4935.56,105.375356294941,1.55580500535225
5750,2,5827.5451,"50-seed-final",1.02205744782193,0.0315713730961694,0.0220574478219273,0.0382537262447859,5135.66,104.751135593669,1.5747352969735
5400,2,5414.7272,"50-seed-final",1.02405864130684,0.0311855404938097,0.0240586413068375,0.0391395630878054,4879.24,96.8288117014259,1.59024952767244
5750,1,5031.1529,"50-seed-final",1.02878843151693,0.0327520872812293,0.0287884315169338,0.0433591861784432,4919.8,128.366344371673,1.61656025437364
5250,0.5,6949.7531,"50-seed-final",1.01135211823898,0.0339957258340656,0.0113521182389753,0.0355171194777523,4819.88,91.6351772753549,1.70183070289453
5750,1,6750,"50-seed-final",1.01600472124657,0.0320869022185565,0.0160047212465724,0.0355686520729142,5174.56,105.231166330831,1.71830313766347
5500,0.5,10800,"50-seed-final",0.995185350604819,0.0335011731490782,0.00481464939518128,0.0335121303279237,5198.54,69.7260557979788,1.72188509410704
5600,0.5,9324.0722,"50-seed-final",1.00203235838005,0.0339553342417021,0.00203235838004945,0.0336754496567061,5204.9,82.8973424649735,1.79886721729449
5250,2,5827.5451,"50-seed-final",1.02035572826964,0.0318417491358838,0.0203557282696407,0.0375229892420548,4840.78,83.4557905695695,1.82663810973372
5750,2,4674.7507,"50-seed-final",1.03291280938545,0.0313927220686268,0.0329128093854505,0.0452663888613117,4944.06,123.035984449216,1.87385624661938
5500,1,5414.7272,"50-seed-final",1.02473752786949,0.0330247017932575,0.0247375278694892,0.0409971169115179,4859.34,107.851108629689,1.8838486330921
5250,1,6271.8362,"50-seed-final",1.01597642608407,0.0329869886320808,0.0159764260840662,0.0363541576859154,4816.36,86.1339156695632,1.96418914531257
5500,2,5031.1529,"50-seed-final",1.02882310527005,0.0310431543285556,0.0288231052700536,0.0421328289990333,4879.14,104.776148165934,1.99448857767488
5500,2,5000,"50-seed-final",1.02866326167053,0.0313187818294936,0.0286632616705258,0.0422235875189541,4874.2,101.443660849412,2.03600816856053
5750,0.5,8049.8447,"50-seed-final",1.00837042598544,0.0336796537944199,0.00837042598544047,0.0343758160527933,5223.2,101.362956643894,2.2312938640899
5400,0.5,6000,"50-seed-final",1.0184068974581,0.0341361306597487,0.018406897458098,0.0384809534981136,4808.24,108.560067074709,2.24137084091258
5750,2,6271.8362,"50-seed-final",1.01917745512206,0.0314056936146946,0.0191774551220631,0.0365289751368748,5197.46,95.1808611356853,2.25530417909898
5600,1,5031.1529,"50-seed-final",1.02842083000243,0.0327120008997713,0.0284208300024289,0.0430861588080936,4850.42,122.128084319668,2.3173848786491
5600,0.5,10034.938,"50-seed-final",0.998794648749422,0.0336278947563171,0.00120535125057764,0.0333117317361972,5239.94,76.4990089304884,2.44343246328022
5600,2,4674.7507,"50-seed-final",1.03278083668402,0.031416687898639,0.0327808366840219,0.045186849488038,4867.36,114.456793380823,2.52252059796804
5400,1,5414.7272,"50-seed-final",1.02402829876302,0.0331550444272301,0.0240282987630183,0.0406771554191913,4802.68,106.073605557266,2.72508013649701
5400,2,5031.1529,"50-seed-final",1.02844703205385,0.0310114130604591,0.0284470320538539,0.0418534015090682,4822.9,98.0212908983949,2.73977859694203
5750,1,4674.7507,"50-seed-final",1.03235419752272,0.0332533074240445,0.0323541975227168,0.0461569160894034,4843.76,135.035529716124,2.79470250870721
5250,0.5,6457.439,"50-seed-final",1.01473681142513,0.0336832807781451,0.0147368114251285,0.0364560796970762,4769.62,94.8020257253644,2.81984356790444
5250,2,5414.7272,"50-seed-final",1.02363447008848,0.0311204393054464,0.0236344700884761,0.0388291164472714,4793.84,86.4790549137507,2.86366112535759
5750,2,4343.5957,"50-seed-final",1.03626607088562,0.030965602955405,0.0362660708856166,0.0474859883812533,4856.72,128.112839293479,3.04362278631054
5750,0.5,8663.5636,"50-seed-final",1.00532939224609,0.0338313655842023,0.00532939224609397,0.0339127187506227,5267.44,97.8449752602221,3.0622149521021
5500,2,4674.7507,"50-seed-final",1.03172173567759,0.0312416623643959,0.031721735677591,0.0443033763086295,4820.02,104.333939925645,3.10330018128101
5500,1,5031.1529,"50-seed-final",1.02782284284752,0.0331899347351639,0.0278228428475196,0.0430540464589302,4799.24,119.853917886121,3.10456393286651
5600,0.5,10800,"50-seed-final",0.995842510663673,0.0335948549018177,0.00415748933632731,0.033516066415055,5270.44,73.7777025106848,3.11071605279052
5750,2,6750,"50-seed-final",1.0164780223901,0.031617364386877,0.0164780223900953,0.0353721613425811,5251.94,94.9331472615313,3.1196272563511
5250,1,5827.5451,"50-seed-final",1.01961784360545,0.0329059618572131,0.019617843605445,0.0380263864567894,4767.6,90.2931732904384,3.13274509227341
5500,1,5000,"50-seed-final",1.02757806366114,0.0330542306750947,0.0275780636611356,0.0427934588168516,4794.4,116.8580160638,3.17588475742874
5600,1,4674.7507,"50-seed-final",1.03139342179601,0.032985933191008,0.0313934217960072,0.0452974313264453,4776.72,127.402470100682,3.89577401184725
5600,2,4343.5957,"50-seed-final",1.03589467382082,0.0311631391985936,0.0358946738208177,0.047330180947463,4797.02,122.054937446635,3.96984413017991
5250,0.5,6000,"50-seed-final",1.01744211928065,0.0340476558694349,0.0174421192806493,0.0379510940263887,4727.46,100.96700006458,3.97741505661171
5750,0.5,9324.0722,"50-seed-final",1.00257550319992,0.0340731811110437,0.00257550319992017,0.0338289115157178,5310.2,86.5233246834963,4.03619884988663
